"Country name","Code","Year","Age-standardized suicide rate - Sex: both sexes","Life Ladder","Social support","Healthy life expectancy at birth","Freedom to make life choices","Perceptions of corruption","Indicator Name","Indicator Code","GDP","VAR","Variable","MEA","Measure","ISIC4...7","ISIC4...8","Unit Code","Unit","Value","Quarter"
"South Africa","ZAF",2011,244.307,4.93051147460938,0.857703149318695,51.4599990844727,0.835448026657104,0.8191819190979,"GDP (current US$)","NY.GDP.MKTP.CD",4.58199e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",192.184280395508,"Q2"
"South Africa","ZAF",2011,244.307,4.93051147460938,0.857703149318695,51.4599990844727,0.835448026657104,0.8191819190979,"GDP (current US$)","NY.GDP.MKTP.CD",4.58199e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",192.742202758789,"Q3"
"South Africa","ZAF",2011,244.307,4.93051147460938,0.857703149318695,51.4599990844727,0.835448026657104,0.8191819190979,"GDP (current US$)","NY.GDP.MKTP.CD",4.58199e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",198.445281982422,"Q4"
"Iceland","ISL",2011,10.6851,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",15221622926,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",206.042022705078,"Q1"
"Iceland","ISL",2011,10.6851,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",15221622926,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",233.021469116211,"Q2"
"Iceland","ISL",2011,10.6851,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",15221622926,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",242.886169433594,"Q3"
"Iceland","ISL",2011,10.6851,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",15221622926,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",225.048812866211,"Q4"
"Norway","NOR",2011,11.8475,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",5.01361e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",150.616165161133,"Q1"
"Norway","NOR",2011,11.8475,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",5.01361e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",156.210861206055,"Q2"
"Norway","NOR",2011,11.8475,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",5.01361e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",155.20085144043,"Q3"
"Norway","NOR",2011,11.8475,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",5.01361e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",149.373260498047,"Q4"
"Norway","NOR",2011,11.8475,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",5.01361e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",157.013778686523,"Q1"
"Norway","NOR",2011,11.8475,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",5.01361e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",160.19856262207,"Q2"
"Norway","NOR",2011,11.8475,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",5.01361e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",162.137786865234,"Q3"
"Norway","NOR",2011,11.8475,NA,NA,NA,NA,NA,"GDP (current US$)","NY.GDP.MKTP.CD",5.01361e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",159.579132080078,"Q4"
"Sweden","SWE",2011,11.9985,7.38223218917847,0.920521259307861,71.9800033569336,0.941115438938141,0.268513023853302,"GDP (current US$)","NY.GDP.MKTP.CD",5.74094e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",128.375503540039,"Q1"
"Sweden","SWE",2011,11.9985,7.38223218917847,0.920521259307861,71.9800033569336,0.941115438938141,0.268513023853302,"GDP (current US$)","NY.GDP.MKTP.CD",5.74094e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",124.823593139648,"Q2"
"Sweden","SWE",2011,11.9985,7.38223218917847,0.920521259307861,71.9800033569336,0.941115438938141,0.268513023853302,"GDP (current US$)","NY.GDP.MKTP.CD",5.74094e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",124.22891998291,"Q3"
"Sweden","SWE",2011,11.9985,7.38223218917847,0.920521259307861,71.9800033569336,0.941115438938141,0.268513023853302,"GDP (current US$)","NY.GDP.MKTP.CD",5.74094e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",126.472297668457,"Q4"
"Sweden","SWE",2011,11.9985,7.38223218917847,0.920521259307861,71.9800033569336,0.941115438938141,0.268513023853302,"GDP (current US$)","NY.GDP.MKTP.CD",5.74094e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",110.186279296875,"Q1"
"Sweden","SWE",2011,11.9985,7.38223218917847,0.920521259307861,71.9800033569336,0.941115438938141,0.268513023853302,"GDP (current US$)","NY.GDP.MKTP.CD",5.74094e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",109.43253326416,"Q2"
"Sweden","SWE",2011,11.9985,7.38223218917847,0.920521259307861,71.9800033569336,0.941115438938141,0.268513023853302,"GDP (current US$)","NY.GDP.MKTP.CD",5.74094e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",110.622032165527,"Q3"
"Sweden","SWE",2011,11.9985,7.38223218917847,0.920521259307861,71.9800033569336,0.941115438938141,0.268513023853302,"GDP (current US$)","NY.GDP.MKTP.CD",5.74094e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",113.538047790527,"Q4"
"Italy","ITA",2011,5.13,6.05708646774292,0.913309335708618,72.8399963378906,0.56773841381073,0.93346095085144,"GDP (current US$)","NY.GDP.MKTP.CD",2.29499e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",187.640533447266,"Q1"
"Italy","ITA",2011,5.13,6.05708646774292,0.913309335708618,72.8399963378906,0.56773841381073,0.93346095085144,"GDP (current US$)","NY.GDP.MKTP.CD",2.29499e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",191.002532958984,"Q2"
"Italy","ITA",2011,5.13,6.05708646774292,0.913309335708618,72.8399963378906,0.56773841381073,0.93346095085144,"GDP (current US$)","NY.GDP.MKTP.CD",2.29499e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",192.352264404297,"Q3"
"Italy","ITA",2011,5.13,6.05708646774292,0.913309335708618,72.8399963378906,0.56773841381073,0.93346095085144,"GDP (current US$)","NY.GDP.MKTP.CD",2.29499e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",192.877334594727,"Q4"
"Brazil","BRA",2011,5.19,7.03781652450562,0.916252911090851,64.7600021362305,0.833655774593353,0.662166714668274,"GDP (current US$)","NY.GDP.MKTP.CD",2.61616e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",45.6711311340332,"Q1"
"Brazil","BRA",2011,5.19,7.03781652450562,0.916252911090851,64.7600021362305,0.833655774593353,0.662166714668274,"GDP (current US$)","NY.GDP.MKTP.CD",2.61616e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",44.9215469360352,"Q2"
"Brazil","BRA",2011,5.19,7.03781652450562,0.916252911090851,64.7600021362305,0.833655774593353,0.662166714668274,"GDP (current US$)","NY.GDP.MKTP.CD",2.61616e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",43.6291275024414,"Q3"
"Brazil","BRA",2011,5.19,7.03781652450562,0.916252911090851,64.7600021362305,0.833655774593353,0.662166714668274,"GDP (current US$)","NY.GDP.MKTP.CD",2.61616e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",41.9659042358398,"Q4"
"United Kingdom","GBR",2011,7.42,6.86924886703491,0.948710680007935,71.379997253418,0.899774432182312,0.437595307826996,"GDP (current US$)","NY.GDP.MKTP.CD",2.66381e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",126.088584899902,"Q1"
"United Kingdom","GBR",2011,7.42,6.86924886703491,0.948710680007935,71.379997253418,0.899774432182312,0.437595307826996,"GDP (current US$)","NY.GDP.MKTP.CD",2.66381e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",132.292251586914,"Q2"
"United Kingdom","GBR",2011,7.42,6.86924886703491,0.948710680007935,71.379997253418,0.899774432182312,0.437595307826996,"GDP (current US$)","NY.GDP.MKTP.CD",2.66381e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",135.315307617188,"Q3"
"United Kingdom","GBR",2011,7.42,6.86924886703491,0.948710680007935,71.379997253418,0.899774432182312,0.437595307826996,"GDP (current US$)","NY.GDP.MKTP.CD",2.66381e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",134.226013183594,"Q4"
"Germany","DEU",2011,9.25,6.62131214141846,0.947236657142639,70.9800033569336,0.906293272972107,0.677172124385834,"GDP (current US$)","NY.GDP.MKTP.CD",3.74931e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",100.995193481445,"Q1"
"Germany","DEU",2011,9.25,6.62131214141846,0.947236657142639,70.9800033569336,0.906293272972107,0.677172124385834,"GDP (current US$)","NY.GDP.MKTP.CD",3.74931e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",100.437484741211,"Q2"
